,id,energy
72,7265,-89.56930463964498
73,7464,-76.23901541140307
74,7416,-89.72963989891505
75,7566,-86.78055440006183
76,8156,-76.8997395064936
77,7527,-79.30127044767458
78,7732,-75.43365033058362
79,7328,-70.92257631587258
80,8117,-74.931468989644
81,6789,-79.68617658554446
82,6629,-82.15002839078377
83,8189,-74.79602034511294
84,7872,-70.16880515605303
85,7186,-74.37207704677344
86,7314,-76.57834478243238
87,7912,-72.08223299549344
88,7633,-73.01345279169368
89,7607,-70.86010246293299
90,7825,-88.61493711380359
91,7503,-77.22961776734337
92,6904,-69.56849100956272
93,7330,-76.68468142520365
94,6838,-88.02424161990326
95,8122,-89.6751944623452
96,7358,-59.70325306636176
97,7397,-78.35831853892414
98,7518,-89.63789478354367
99,7864,-75.46578126814391
100,7662,-74.8562783246236
101,8032,-74.8689930360638
102,7907,-71.74096327730345
103,7640,-59.008152478391615
104,7075,-89.69736241220409
105,7028,-67.791485780022
106,7834,-72.5302798974134
107,7551,-77.46970270895176
108,7759,-89.65802120453507
109,7818,-84.3735406211844
110,7866,-53.00286932963993
111,6702,-70.78630646949368
112,8151,-91.08285508600498
113,8055,-63.264971318682754
114,6887,-61.78117518933307
115,7993,-81.01139323900453
116,7253,-84.64933964800424
117,7977,-73.35187204160357
118,6631,-72.27668451962296
119,6892,-78.33355870718277
120,7844,-103.35071603200667
121,7719,-82.07552604701434
122,6961,-77.4264412921939
123,7257,-73.65095426927368
124,8138,-63.579164319502596
125,7769,-67.0096827354329
126,7675,-76.530979672534
127,7000,-89.73684681902428
128,8202,-70.4627582667423
129,7840,-97.19592140400556
130,7411,-86.0973576501521
131,8162,-89.7522180950452
132,7456,-67.59981293930164
133,7061,-103.35492623200666
134,7352,-67.52722582792191
135,6745,-73.60631093545375
136,6682,-50.28581229508123
137,7799,-76.25072329670344
138,6700,-76.74341776216252
139,7104,-61.16672781426008
140,7346,-89.9302522687851
141,6933,-77.14243614706204
142,7873,-56.66660103638177
143,7871,-90.0719977777342
144,7495,-103.31440811200667
145,7210,-79.90733800370407
146,7947,-90.9176322383247
147,7723,-90.19264851621516
148,7273,-70.53235897146271
149,7357,-73.85757605959239
150,7850,-82.99662820311428
151,7455,-48.51513544157094
152,8026,-89.69962817848493
153,8125,-59.88763634201126
154,7460,-64.21544015869216
155,7703,-97.22186955400568
156,7140,-86.08501015196117
157,7931,-54.22485299632999
158,7155,-74.15076067166342
159,6862,-65.47288170617261
160,6882,-90.62207373948476
161,7587,-80.73468915661454
162,7487,-80.67984861869458
163,7161,-89.81938234899525
164,8188,-72.38944769032332
165,7017,-85.56169004874147
166,7382,-83.81566514388435
167,8161,-84.50624586667409
168,7928,-79.70463105555423
169,7250,-90.25785218205517
170,8205,-90.09521141694519
171,6667,-90.80397634759494
172,6708,-73.16802449616371
173,7149,-89.96583031694502
174,7125,-69.27158176804286
175,6624,-89.91444441745513
176,6764,-73.90739969813251
177,8103,-97.72746550400558
178,6944,-72.7250666207432
179,7502,-68.67083036319356
180,6994,-86.77258639537266
181,6777,-66.23574971777127
182,7067,-90.91839427154491
183,7531,-51.95571268120102
184,7694,-87.75346603979226
185,7043,-69.77891801458298
186,7686,-76.35121444479223
187,7778,-67.63458898874194
188,7049,-73.0309554845618
189,7744,-68.27873200761267
190,6866,-90.98957324600514
191,7156,-55.86587246180098
192,7366,-88.49111960706392
193,7617,-66.38217347825923
194,7057,-87.32717890330356
195,7334,-57.09099197094182
196,7771,-66.56556950264165
197,8180,-90.02093960818526
198,8073,-84.921808034452
199,7883,-74.27601779313336
200,7394,-89.57004958286487
201,7271,-90.13489123161511
202,7795,-97.31549531400567
203,6953,-82.7006246798543
204,7937,-50.86781552152138
205,8170,-97.2650965840056
206,7786,-72.55264408286365
207,7687,-90.00392827475507
208,7611,-73.66574885526283
209,7290,-63.19686320279292
210,6723,-75.02058558354365
211,7544,-61.85081603525312
212,6758,-75.20948228630347
213,7008,-58.301700842580715
214,7880,-64.00844654217163
215,7316,-86.27015791722266
216,7610,-103.25137599200633
217,7101,-90.36734923059521
218,7220,-90.08397041889424
219,7510,-85.64766670603258
220,7754,-60.67860109319148
221,7276,-81.23532706741452
222,7899,-62.52510534531293
223,7299,-90.93994215600497
224,7829,-86.28588103783228
225,8179,-72.09451602777233
226,7215,-85.30956132822224
227,7577,-71.16430574547304
228,7992,-68.48753122502372
229,7317,-90.14542433468439
230,7015,-48.30978799483264
231,8047,-90.89988089497496
232,8034,-69.17842398444304
233,7942,-62.25728085105311
234,7279,-66.63437950865243
235,7245,-83.58226294032445
236,7963,-73.48119353005097
237,7990,-89.76784187097498
238,7113,-82.70788652546307
239,7196,-97.17211726400559
240,8169,-70.50402473167219
241,7902,-62.511044326413064
242,7609,-82.19256893665384
243,6748,-82.06707047139454
244,8183,-90.68598300991478
245,6858,-70.42774168996247
246,7021,-72.76258769787297
247,8194,-69.3882815289533
248,7896,-79.58464413289386
249,7602,-76.01301626615323
250,7137,-64.85671536888252
251,7064,-75.42448730830341
252,6744,-66.52962700738205
253,7367,-97.21886454400574
254,6824,-63.76336909839245
255,6816,-57.823303171571254
256,7430,-69.04211221998324
257,6606,-75.67297431823204
258,7841,-89.69656838037503
259,8171,-73.569273272182
260,8238,-90.60180824901468
261,8049,-83.35220174488423
262,7309,-71.17744029979363
263,6869,-85.66204400693233
264,8031,-59.464008124901035
265,6730,-69.50648736955296
266,7119,-90.75433291206467
267,6911,-74.37068916223156
268,7526,-74.94227936588409
269,7312,-77.51345310889356
270,8139,-80.02008320506448
271,7593,-90.0765472803752
272,8176,-91.03687084600513
273,6942,-68.68748419216352
274,6770,-81.1115218622837
275,7924,-90.18790111750431
276,7740,-78.51863435025417
277,6847,-97.19498265400573
278,7782,-61.333996460443124
279,7381,-90.25023815913522
280,6676,-60.2002107133201
281,6864,-64.24729727138096
282,7072,-97.17743105400567
283,7333,-71.36225921093262
284,7888,-75.18270095849381
285,7288,-83.31223993499454
286,7677,-62.775968835362825
287,7950,-89.37765231323394
288,6650,-43.0165008541809
289,7139,-84.49608875929432
290,7667,-89.88567628088516
291,7765,-97.24745146400578
292,7704,-86.4697708277513
293,6760,-97.1347619740058
294,8129,-80.01542900188302
295,7761,-82.40337821234445
296,7560,-89.8877028793242
297,6968,-90.65845957699486
298,7080,-69.32049083951283
299,7145,-73.2915248656637
300,7804,-70.34828332145261
301,7141,-80.79233315298399
302,7222,-97.28576260400565
303,7292,-66.38016118835161
304,6759,-56.119610347950676
305,6661,-76.02070755836337
306,7422,-48.601532179321154
307,7998,-69.44773345119361
308,8004,-90.10428783621512
309,7403,-75.30955090328344
310,7146,-75.08682950470424
311,7564,-60.466366489520645
312,6852,-65.24994285473146
313,7197,-89.78575468753523
314,7252,-69.82837397351307
315,6746,-75.08293624278325
316,7069,-85.09626093205125
317,7788,-97.16968237400573
318,7405,-89.7896737077551
319,7994,-90.16725239526498
320,8101,-55.9387121301821
321,7764,-77.39196971224281
322,7968,-65.55934507911061
323,7231,-72.727400798813
324,7688,-62.12115198148298
325,6710,-73.61587362574375
326,6754,-84.31761295817432
327,7031,-75.4514375218926
328,6596,-84.50853837916435
329,7281,-74.82684983591413
330,8216,-69.39077662122348
331,6814,-56.308241324421964
332,7055,-56.17135682897102
333,8077,-78.44539770248099
334,7466,-89.03549391130458
335,6753,-70.02945559433249
336,7682,-103.30193767200663
337,7996,-77.87342923743273
338,7775,-68.9291391564632
339,7324,-75.2044808004731
340,6842,-79.14307172928228
341,7783,-77.71082175870433
342,7651,-67.11167048531946
343,7108,-82.00676222998437
344,7849,-80.58668517189433
345,7393,-74.49350922289271
346,7426,-56.673143375942026
347,6893,-60.66138731544129
348,7484,-66.37071932128231
349,7571,-97.20118046400562
350,7878,-77.70325432854314
351,7776,-78.42412020195228
352,7016,-70.69277403537224
353,6716,-89.85090432151414
354,6697,-64.21663101192233
355,7964,-89.8615011716249
356,6765,-82.53674654005471
357,6839,-78.97967537790241
358,7006,-64.31501585045233
359,8069,-97.32585738400557
360,7084,-45.674790672290584
361,6622,-75.28479418426355
362,6999,-90.61197815064465
363,8112,-97.28175513400569
364,7521,-74.83964672958373
365,7213,-76.90907882370342
366,7584,-71.5966575591121
367,7565,-86.96773651597252
368,7187,-60.6604024705388
369,8045,-71.75837105098334
370,7036,-89.86000427380523
371,7534,-89.61657078110494
372,7702,-76.46465213821342
373,7371,-59.75666853831191
374,8164,-97.14710362400561
375,7876,-76.81957898276332
376,7712,-73.12789348500367
377,7971,-74.28796996706393
378,7991,-87.112849846152
379,7549,-76.6170663341336
380,7412,-83.70263666053442
381,7058,-103.31125748200643
382,6776,-80.45933515578454
383,6617,-76.19849930212314
384,7908,-66.7659886921888
385,7079,-83.92980392590417
386,6955,-87.85876634042378
387,6876,-76.46088131240376
388,6741,-89.61156135921493
389,7658,-90.06121234818515
390,8096,-82.61174650010462
391,7062,-97.14917804400574
392,6981,-66.4228975114316
393,7623,-77.39365277503315
394,6717,-90.5543537594447
395,7790,-78.38839488925444
396,6670,-60.02791024956124
397,8177,-71.73863324149333
398,7636,-46.08571332811138
399,7009,-76.1413831131533
400,7255,-77.90259249056345
401,7755,-74.36113996567306
402,7475,-97.26944703400576
403,6694,-66.99563671794022
404,7751,-81.83892822522448
405,7046,-71.3167751995917
406,8143,-73.86578505151378
407,7102,-73.33092409848346
408,8095,-85.7448709109627
409,7741,-76.52759920698207
410,8199,-76.90994589125341
411,6680,-72.50273123424354
412,7236,-77.57947145584356
413,7431,-65.78281937586233
414,7040,-75.14494082607358
415,7875,-56.95101250282092
416,7223,-70.52031257060277
417,7643,-75.01821916267359
418,7453,-71.6403692671334
419,7123,-84.72428489697423
420,7163,-75.6213903154125
421,7959,-68.56262839465333
422,6660,-97.17444476400561
423,7274,-66.99065407993247
424,6811,-78.66577841991344
425,8018,-73.59377914055332
426,7706,-75.66214665137336
427,7929,-90.87059275759495
428,7666,-69.63562626994295
429,7360,-89.63295714964497
430,7470,-72.11078854996217
431,8075,-97.24701350400572
432,7341,-78.72871235558239
433,7736,-85.90861722582176
434,7532,-82.02291091334423
435,7779,-55.85359491321183
436,7237,-97.3104698340057
437,8201,-80.00753315170311
438,8159,-80.33600911134427
439,8094,-68.23165128208201
440,7657,-83.61912215838449
441,7124,-70.5165969958234
442,6635,-90.16055264541448
443,7116,-84.64427143800414
444,7545,-84.22875046727441
445,7476,-83.273969056124
446,7384,-75.67950210968412
447,8140,-68.7929093814019
448,7757,-67.32388517594266
449,7909,-75.82506849335297
450,6766,-48.87450162431247
451,8149,-97.26243714400574
452,7112,-83.36252003138453
453,7590,-82.1171987774545
454,7044,-76.61347863431251
455,7233,-76.57904209568349
456,7402,-63.15939226288269
457,7615,-89.65811706329504
458,8111,-89.55976605526517
459,7302,-97.21715094400562
460,7177,-81.17002323617436
461,8210,-81.78819114727465
462,8110,-88.55163624058392
463,8019,-78.10650323509138
464,8092,-61.41637137523106
465,7803,-65.99481635677074
466,7810,-90.11292512329516
467,7158,-82.70217304943422
468,6712,-97.31570143400579
469,7800,-66.9282036400021
470,7548,-71.46220763921319
471,7185,-89.7495796402451
472,6749,-63.41223268971271
473,6886,-63.50773710498274
474,6666,-81.52496975436446
475,7632,-90.06962576548499
476,6600,-80.61388474521323
477,7419,-73.78142318674388
478,7535,-77.63928815045173
479,6957,-90.18760081767523
480,7514,-89.69881889256501
481,7286,-103.3097495420065
482,8141,-90.24793639840519
483,7013,-73.36149404988298
484,7189,-86.24586172891134
485,6681,-71.85351013532254
486,8088,-50.63702446985176
487,6691,-60.08404104506965
488,8116,-73.86121834457313
489,6872,-89.35307168397355
490,7300,-97.13883274400554
491,7961,-67.67490174856154
492,7377,-90.63367745699489
493,7150,-77.18442774532437
494,7373,-59.16311122861218
495,7613,-78.76388922469417
496,7472,-56.77982737119201
497,8220,-82.29326160571378
498,7672,-66.42826890933173
499,7724,-79.73754990506231
500,7832,-97.13220146400563
501,6615,-89.54138339329488
502,6835,-97.15098790400556
503,6621,-66.32513129650172
504,6643,-82.89051265189457
505,8181,-72.86848112909324
506,7034,-90.20252241913515
507,8146,-75.23801356952305
508,7386,-76.10157246614361
509,7461,-74.06466827997365
510,7170,-89.65308124213497
511,7496,-60.259647881799125
512,7305,-83.36449154168447
513,8168,-97.2165211940057
514,6795,-80.19774159768444
515,6836,-74.4169350143938
516,7679,-60.446784921120724
517,7160,-75.38086527185332
518,7076,-73.04561886224847
519,6828,-69.65448400630255
520,6878,-69.13956821204312
521,7727,-63.5606148351128
522,7439,-69.74048321119365
523,7718,-84.34043338298419
524,7698,-59.56867465464152
525,7174,-66.83876554452235
526,7655,-64.7646635442905
527,6743,-97.26435953400565
528,7625,-86.08337204992345
529,7153,-57.26564634995188
530,6756,-97.28052770400575
531,7474,-90.15141725804388
532,7131,-84.330874458004
533,7211,-90.09913195329517
534,7166,-56.922361112802164
535,7674,-89.74596870713444
536,6823,-72.94134578416316
537,6640,-73.40533580009308
538,8085,-72.05117708075309
539,8217,-67.74695629521189
540,6779,-89.92038964775512
541,7435,-76.65949577019292
542,6715,-89.82801763859419
543,7554,-58.71873394000057
544,7812,-79.93172090127459
545,7018,-74.27912530562335
546,6720,-84.17698287594436
547,8081,-65.98952468922809
548,6772,-84.38021565534426
549,6763,-71.30196869441349
550,7945,-80.48396227366393
551,7048,-74.16475604604358
552,6709,-76.64153978440336
553,7369,-60.06939976241979
554,7128,-63.33823166592285
555,7846,-88.27225524870312
556,7936,-82.63626347647401
557,7927,-64.06644058436274
558,7329,-86.22450438018363
559,7813,-82.44145859932371
560,7539,-79.8617413276335
561,7340,-82.10408540542437
562,7420,-90.90597791600497
563,8232,-90.0265587914742
564,6692,-62.70993736750295
565,7713,-89.632755799645
566,6895,-86.44897389143263
567,6898,-63.63694075641257
568,7628,-75.300269761843
569,7720,-67.3083867181021
570,6672,-65.61597650935148
571,7313,-66.14217142872975
572,6875,-97.23150198400565
573,6616,-90.16540805402519
574,7762,-84.34984987697413
575,6813,-63.95909225902266
576,7133,-90.05634522891518
577,6983,-82.17333648806427
578,7710,-73.85066317046261
579,6935,-89.78170732599514
580,7463,-67.65710003093291
581,6964,-80.15915872135322
582,7987,-56.48359523143133
583,8124,-63.44975273773165
584,7039,-69.43867747935244
585,6821,-75.14620620555262
586,8158,-88.77151379350327
587,6707,-79.30489256914446
588,7819,-70.68717877336358
589,6597,-90.12707399402514
590,7095,-63.70861502563263
591,7801,-103.33432340200662
592,7648,-80.59165660605447
593,7327,-78.48792854139205
594,6797,-68.7408120924635
595,8215,-77.66761972511335
596,6818,-97.28553586400571
597,6881,-86.10605641161213
598,6653,-76.90104122615267
599,7089,-75.8303010036535
600,7239,-68.94982858139345
601,7962,-67.07130990426147
602,7483,-84.59671352354437
603,6634,-83.59106165384438
604,7709,-70.35406048206204
605,7955,-64.0168362841327
606,7398,-66.19248767770985
607,7130,-68.62878750379339
608,7392,-75.00473523707272
609,7981,-90.79259449650492
610,7576,-74.67191660246372
611,7867,-73.45700546027376
612,7900,-77.25337548408395
613,7967,-97.21320364400566
614,6805,-56.54016126136201
615,7836,-61.12831560994954
616,6696,-73.74107459778375
617,6940,-74.88709351127422
618,7171,-84.51500112521423
619,8203,-90.32139906017483
620,6665,-90.11145787621507
621,7768,-73.84188246513334
622,7395,-84.27231473594435
623,7763,-77.05625144387338
624,7103,-90.07491121329517
625,6853,-76.14284414211319
626,7647,-64.86162078975076
627,6742,-66.05765031811063
628,6806,-83.27442523567443
629,8042,-62.9622481742524
630,7287,-97.19502735400583
631,6922,-97.17485936400561
632,7331,-97.18820314400563
633,6880,-74.96819735029379
634,7134,-86.17581645572318
635,6879,-57.140123806931776
636,6603,-74.90844515239277
637,7230,-55.94440654069198
638,7001,-80.54337555130351
639,7194,-86.14950126899208
640,6926,-77.456114915763
641,7984,-90.23278242468443
642,7805,-70.74787951692161
643,8212,-89.74707926702507
644,7926,-60.88098580169092
645,7111,-82.92363810848424
646,8209,-89.68623048453519
647,8013,-59.19721874256148
648,6988,-81.8165693916832
649,7772,-90.79374204656487
650,7099,-76.25368819052314
651,7307,-84.52623063800418
652,7014,-89.73681446037504
653,7157,-83.92051583942437
654,7019,-84.25416790457433
655,7600,-67.00501242345214
656,7530,-81.76877929723453
657,7851,-66.5975111972617
658,6798,-67.89983447486165
659,7916,-70.12340390965277
660,7198,-76.80337096954341
661,6947,-90.63353890570495
662,7863,-86.99102507713249
663,7722,-45.82101035076148
664,6929,-62.33445088844304
665,7012,-62.700116268412756
666,7859,-85.03704322766396
667,7663,-79.01914786668468
668,7396,-83.36199121421463
669,7944,-97.2647425340058
670,7325,-89.78913018650525
671,7350,-78.04036528704337
672,8052,-81.78290905328448
673,7154,-70.17392962125282
674,8008,-77.2207638137119
675,7546,-69.13248512479305
676,8098,-90.045117596215
677,7789,-89.72419206629503
678,6910,-66.39217584177176
679,8163,-74.20335566836366
680,6913,-97.17057352400575
681,7608,-67.26189908591206
682,7737,-82.11451220637451
683,7773,-72.68332469285362
684,7100,-63.579900554002606
685,6727,-70.0775886397329
686,6718,-103.37225093200658
687,7894,-81.03584423515424
688,6762,-82.69685644887404
689,7390,-71.11559322992329
690,7096,-74.83406812191352
691,7543,-82.78074178959454
692,8131,-82.41861522092455
693,7696,-74.201710084813
694,7199,-82.60839973603436
695,6927,-67.58294324223985
696,7094,-67.12070468284185
697,6664,-97.1528932140058
698,6854,-59.89918072883911
699,8196,-73.18113243821304
700,7884,-73.72509848791337
701,6963,-74.94168743432397
702,6605,-89.74992220139524
703,6695,-89.85136197380515
704,7165,-75.36822675864346
705,7399,-82.11669857688437
706,6925,-69.8458625480224
707,7182,-89.8854821465951
708,7074,-80.86478674220344
709,7578,-80.23188614726423
710,6701,-61.82961737774306
711,8118,-86.58430387069322
712,7117,-86.91933656482202
713,7644,-66.69565819827265
714,7114,-66.276427016041
715,7986,-68.6899464575733
716,6958,-88.59150632857362
717,7552,-97.24347791400567
718,6699,-82.76623395532455
719,6598,-77.34116168438382
720,7957,-96.5428301310058
721,7033,-86.32099408495225
722,7614,-74.30251653907278
723,6965,-61.65903064628309
724,7557,-84.02834757543394
725,6845,-66.07259673485167
726,7242,-90.20907542548521
727,7612,-77.33508101980267
728,6977,-97.23104333400568
729,6962,-55.01809809713242
730,7468,-65.96777296562918
731,7308,-73.84483422832253
732,7620,-75.56202891809303
733,7826,-90.36422965059519
734,6684,-80.39609335984369
735,6812,-103.30285607200642
736,7646,-75.40913685557366
737,7232,-84.1426542032444
738,7326,-71.33621708159339
739,7356,-73.11551564671339
740,6630,-80.78346646010344
741,8150,-89.8484686908852
742,7563,-73.75307628054286
743,7507,-63.284044927002704
744,7500,-83.33095694091448
745,6871,-89.65762175651486
746,8126,-75.10411690617346
747,7311,-75.59772604772382
748,7229,-86.98652354507234
749,7409,-84.61607861470428
750,7410,-67.65473127294122
751,8214,-35.288767496371186
752,7806,-82.11048182938448
753,7228,-64.87933827898952
754,6722,-82.65242215143451
755,7172,-86.42327329324175
756,8233,-76.70090259765333
757,6837,-90.91625713716496
758,7106,-90.07501186548508
759,7192,-60.97998520375235
760,6912,-75.24578489688369
761,7954,-72.01026560718314
762,6948,-72.50669100779251
763,8037,-72.44694475916259
764,7897,-78.43915676297303
765,7338,-56.58788817141089
766,7486,-59.759537715951126
767,7869,-72.17245701540352
768,6874,-71.33069013286259
769,7499,-49.84420049505118
770,8053,-90.80441398875494
771,8119,-41.50659705777166
772,7930,-87.99064618588247
773,8155,-97.18773316400566
774,7750,-63.31189484026285
775,8130,-97.35240653400575
776,7728,-89.75862079191518
777,6829,-72.76019700199373
778,7208,-76.65603891065365
779,7970,-82.56937561576451
780,8038,-63.10672897288272
781,7860,-79.7309602575528
782,6711,-72.9322037095935
783,8165,-59.79934971870162
784,6974,-87.57712448815292
785,7269,-82.25227392596375
786,8145,-89.65759286213499
787,6683,-64.24631299410237
788,8123,-82.97179909379447
789,7053,-58.94211531019004
790,8017,-66.15610830508281
791,7547,-75.6096626485836
792,7731,-48.93334924199177
793,6975,-97.19488861400578
794,6673,-96.56670905100572
795,7973,-89.62974083110501
796,6784,-90.53210422858501
797,7135,-71.31219554390323
798,6739,-70.17645637486264
799,7504,-60.21089384995161
800,6604,-84.62620245697426
801,8066,-76.65839076070323
802,8051,-89.88209953088521
803,7147,-71.96868901627374
804,6734,-64.04152134476128
805,6995,-62.998900102272756
806,7041,-71.95868283661359
807,7701,-89.79623794577519
808,7359,-84.60125268534415
809,8190,-60.63254457532938
810,7645,-76.8079343178632
811,7446,-52.75347860867097
812,7457,-83.01263848782455
813,8091,-70.43806825803249
814,8058,-90.0915224903752
815,7321,-67.27507411732226
816,6785,-69.78159431832275
817,8211,-78.56613049449425
818,7207,-66.3077652321192
819,7541,-84.30634414620403
820,7921,-69.3327084107928
821,7594,-97.30434357400561
822,7447,-70.38318446239273
823,8005,-84.69391201800408
824,6930,-67.01091478415883
825,8200,-79.90794807513358
826,8107,-78.51553876385418
827,6609,-74.27798103099336
828,7780,-67.21699104606134
829,6943,-73.64013768528373
830,8166,-70.77459715426345
831,6755,-77.8326523166844
832,7193,-86.4128696199727
833,8106,-77.37694598457203
834,7427,-90.983254376005
835,7263,-77.62197924524342
836,7969,-76.4579912107037
837,7056,-96.55881795100562
838,7060,-68.84095091238328
839,8082,-66.28770563134212
840,7144,-58.76639543715072
841,6636,-59.415357054700635
842,7717,-56.43128971276211
843,7680,-77.77301404129338
844,7444,-75.49341005613309
845,8230,-90.83097155650488
846,8099,-74.04974274007364
847,7946,-76.77466418962355
848,7168,-97.28876393400571
849,6856,-63.3472798705129
850,6706,-66.57473166355055
851,6827,-66.02119208154936
852,6678,-63.6520402536626
853,7904,-77.20074965456342
854,6919,-88.08654725248343
855,7303,-90.24375455541451
856,8056,-89.78430635723522
857,7913,-74.16185036631302
858,7831,-97.2496997940057
859,8080,-97.23136005400575
860,6857,-63.61557045764289
861,7972,-103.26016819200635
862,7881,-67.0272367093717
863,7758,-97.16554237400567
864,8178,-82.23822627502362
865,7988,-76.01312093106384
866,6782,-65.9321697274125
867,7934,-66.60248348087926
868,7747,-78.35838361521452
869,7505,-68.39253313398251
870,6751,-73.6064695269832
871,8137,-75.68018091204367
872,7575,-72.58210976094088
873,7892,-97.19011003400561
874,8061,-72.84728066967833
875,6883,-97.20368656400568
876,7348,-90.18601212548516
877,7868,-97.1640011440056
878,6909,-69.62115829334317
879,6936,-77.87432446395336
880,6747,-68.17437096566219
881,6937,-56.08877634639159
882,6607,-87.16072676572193
883,7491,-66.59354957141193
884,8109,-73.05952513228303
885,7886,-90.62459546802496
886,8028,-75.27400258333333
887,6897,-86.24585240410183
888,8022,-97.16260794400569
889,6733,-89.7459742086952
890,7121,-71.92096078852343
891,7756,-66.97974612504048
892,7915,-80.81882467780446
893,7568,-87.60238740211226
894,7824,-60.47107212043174
895,7438,-88.62631986753418
896,6757,-70.40452536231274
897,7429,-97.22165991400566
898,7351,-90.09921020621512
899,7240,-67.5746450294111
900,7595,-89.79408258702512
901,6902,-90.1354315754852
902,7454,-79.40531288696442
903,8197,-81.38612878899454
904,7983,-89.72905352380516
905,6704,-72.59344222084111
906,7002,-83.27200803815398
907,7442,-74.64547772760378
908,8157,-61.23355160319187
909,7118,-89.6486843267251
910,7218,-97.22406361400571
911,7082,-90.22537911840516
912,7126,-76.4112867483928
913,7792,-70.06609677892261
914,8057,-76.09048929677382
915,7820,-76.83217883942291
916,7523,-78.97098299001217
917,6802,-81.72174296518439
918,7482,-74.91990826514402
919,7421,-89.7762076994252
920,7852,-64.78291749254112
921,7235,-60.576772965440526
922,7721,-90.87436902643509
923,7391,-70.14861583342356
924,8114,-97.18594678400561
925,7752,-84.15451644247398
926,7939,-55.72600587400198
927,7629,-97.1962355540058
928,6599,-97.25440237400566
929,6860,-81.01320617382412
930,7559,-40.99332972465173
931,8062,-89.66545045213499
932,7861,-63.34970504862288
933,7689,-82.89905368191441
934,7508,-89.37429358263415
935,6846,-90.98150941600501
936,6671,-63.45498455688269
937,7693,-89.67211618994503
938,7443,-73.14022158453348
939,7241,-64.2619791084826
940,7051,-89.77747632256511
941,7650,-59.310138805831464
942,7481,-74.98709478758315
943,6815,-86.31999748856205
944,6890,-74.90362212037397
945,7920,-60.83748134039113
946,7225,-78.69390368712362
947,7180,-87.19838941724625
948,7047,-81.44820817470449
949,6991,-90.54253279888468
950,7272,-72.52234667984293
951,7669,-84.35548416073088
952,7436,-67.16052137332179
953,6592,-90.99744540600501
954,7284,-85.36775069114198
955,7905,-64.15195437584262
956,7337,-89.38557208336421
957,7363,-65.91780493263975
958,6877,-71.37347672668305
959,7354,-97.21688170400569
960,7362,-72.84555665276302
961,7238,-83.3556430434242
962,7683,-55.58047055361212
963,8206,-97.19761715400567
964,7195,-97.19575430400575
965,8153,-68.64363354945344
966,6851,-66.03175526193782
967,7088,-72.28719691108331
968,7938,-55.80022033315036
969,6594,-68.51081068611342
970,7005,-87.5603057830923
971,7068,-66.48534823008107
972,7943,-86.56409629508232
973,7415,-79.25939951563453
974,6946,-55.94713965466035
975,8023,-90.74611177875488
976,7310,-83.77345262650441
977,7787,-72.14296020354173
978,8086,-74.93730201491343
979,7379,-74.97944422608322
980,8173,-71.98689366671317
981,7627,-89.81913840380516
982,6873,-84.7280555950042
983,7796,-76.05727700276299
984,7700,-66.13806329396994
985,7827,-80.20967845834355
986,7753,-89.72292750872428
987,8060,-78.97159531082276
988,7887,-89.86983002353409
989,8148,-72.04057014033101
990,8133,-81.05340409964268
991,6627,-68.27777320012228
992,7774,-67.67890104801198
993,8009,-90.44439008278522
994,6865,-75.56583018552378
995,7007,-72.74755495667381
996,7318,-89.58916723286502
997,7488,-86.09196903735284
998,7730,-76.87720105233288
999,6601,-67.75885852315106
