id,energy
6919,-84.38797195720092
6920,-83.59780017156577
6921,-90.07484926286145
6922,-97.18511000496619
6923,-84.302977275663
6924,-84.92341558952143
6925,-68.26575102494554
6926,-76.30372939417036
6927,-62.743302643214186
6928,-90.43174352360153
6929,-62.61002923960737
6930,-67.63932499759272
6931,-103.46164263167984
6932,-63.2910678684334
6933,-77.9042074429461
6934,-76.39138175941041
6935,-90.30812788365971
6936,-78.11360113465211
6937,-53.71875467986538
6938,-90.88836772534945
6939,-63.15393674361852
6940,-74.54703183401031
6941,-75.93526961478545
6942,-67.70677698435765
6943,-75.13001439008899
6944,-72.82035134912735
6945,-68.1272656474059
6946,-56.589666461430284
6947,-91.26439298067922
6948,-69.36857865802126
6949,-69.56547254785661
6950,-61.80906573606586
6951,-97.29840784745772
6952,-75.95654606349392
6953,-83.92101931790432
6954,-103.3393681490605
6955,-84.29185941122158
6956,-50.092649710401645
6957,-90.37532946569317
6958,-83.7335704693299
6959,-83.5280685534735
6960,-66.92570873291572
6961,-76.27489730839004
6962,-53.28928498707622
6963,-74.65905286569676
6964,-77.20312102604007
6965,-54.308690966421736
6966,-74.25134958609755
6967,-84.18139204922461
6968,-83.21819013143974
6969,-69.1207787617742
6970,-62.58404356286322
6971,-69.4107443816829
6972,-82.66827630679788
6973,-103.29356636697611
6974,-90.8308193024448
6975,-97.17751696377715
6976,-90.33647893601577
6977,-97.33395832679261
6978,-90.36739641633076
6979,-85.06978673717447
6980,-69.36132740338029
6981,-72.12368031533359
6982,-76.93573843178336
6983,-83.98915712807042
6984,-76.88945393964617
6985,-83.8521686749699
6986,-69.51101162887242
6987,-77.25602924199417
6988,-86.14039341096333
6989,-83.85888010181452
6990,-63.048115202821
6991,-90.91225310887512
6992,-54.452551162031405
6993,-74.64146135216859
6994,-83.43812846732973
6995,-62.07967349363389
6996,-77.24006537504323
6997,-83.65511888776565
6998,-79.1554476147042
6999,-91.00375838258518
7000,-91.11382234427647
7001,-76.59547312186855
7002,-85.7637023652762
7003,-90.40922939780646
7004,-73.68741315579338
7005,-90.48410621390582
7006,-63.39936308581834
7007,-69.28730669782934
7008,-58.06685989158862
7009,-74.66285503859969
7010,-61.48370741197775
7011,-67.49864936828712
7012,-61.018663782040115
7013,-69.20081427699569
7014,-90.34443704355522
7015,-48.24918243779542
7016,-71.92022004798433
7017,-83.4553455840883
7018,-75.24737956406797
7019,-84.77835793427585
7020,-56.782882158448416
7021,-74.9737698965134
7022,-103.42286634734526
7023,-66.8919041821502
7024,-75.22883584796064
7025,-78.05940015433528
7026,-68.08317926785088
7027,-75.79361453267336
7028,-68.59974992893589
7029,-97.13093418543028
7030,-82.56815706911266
7031,-74.77374121535058
7032,-76.86943775224903
7033,-82.31822179739275
7034,-90.32115281681811
7035,-78.01632167752236
7036,-90.23940927554432
7037,-66.12132013978677
7038,-103.42410524011277
7039,-69.65212483143499
7040,-74.85154825883683
7041,-70.52675485270345
7042,-91.16815134654206
7043,-72.00681409233474
7044,-76.88145539450286
7045,-83.6419681971462
7046,-72.30961222611387
7047,-75.9277529090376
7048,-78.57518092797623
7049,-69.3806611301407
7050,-84.36705733338069
7051,-90.3700484630941
7052,-90.67258494143537
7053,-53.866724073028706
7054,-90.6837903326865
7055,-59.33439987904089
7056,-96.69079497501497
7057,-91.7665493147093
7058,-103.29188571300355
7059,-91.14577421529509
7060,-67.57874084815252
7061,-103.31886818648672
7062,-97.12567765843497
7063,-90.3036496322219
7064,-78.20048675324912
7065,-103.21507468636477
7066,-90.32645225027272
7067,-91.22408991382216
7068,-64.27622090910384
7069,-83.61026319368288
7070,-78.94127770660539
7071,-84.13097541233441
7072,-97.11211370744851
7073,-84.71517064232434
7074,-84.29177291894374
7075,-92.12726628888014
7076,-73.26658690426513
7077,-84.24424190123513
7078,-69.54003746048318
7079,-76.90547090455216
7080,-71.24912874398703
7081,-90.89293863680977
7082,-90.6831725551288
7083,-83.56449111597432
7084,-49.78404906193151
7085,-68.08075341141517
7086,-66.0927485197963
7087,-90.1333334746912
7088,-75.00217439834542
7089,-74.34401128299169
7090,-64.43079799330656
7091,-73.08575156705848
7092,-90.5336512864083
7093,-90.39593950139745
7094,-67.83726547227901
7095,-65.12694911196236
7096,-78.01231508479265
7097,-82.58034966301477
7098,-75.06184855072517
7099,-77.635717052692
7100,-65.80704582576175
7101,-90.15123360776371
7102,-76.80180167062865
7103,-90.19300156341532
7104,-62.65173401769937
7105,-69.34168397070589
7106,-90.49730646954632
7107,-90.47349347519952
7108,-84.07418569674678
7109,-90.99279931150893
7110,-84.37155875913726
7111,-83.78201242918568
7112,-84.02268113140916
7113,-86.2000348749101
7114,-62.33645089560337
7115,-71.08630058333603
7116,-84.83867270890859
7117,-83.78147030115854
7118,-90.13659990159951
7119,-91.7508381237378
7120,-71.74601091679064
7121,-68.9543810365541
7122,-74.8713281620268
7123,-84.42005185968492
7124,-75.03986438706693
7125,-69.3951830468573
7126,-74.21128218298117
7127,-62.86475810540891
7128,-63.226544192651176
7129,-70.0841562460113
7130,-68.2885400933018
7131,-84.38204488626707
7132,-90.50700639177654
7133,-90.60035248444527
7134,-82.66740494801752
7135,-69.58457806307143
7136,-47.29752884420171
7137,-63.670399980670766
7138,-90.02405613557085
7139,-84.9162318937838
7140,-83.75262123816826
7141,-85.69518844600137
7142,-90.31585109358222
7143,-96.92265714789244
7144,-63.4558997492458
7145,-69.53385577454881
7146,-74.57708782435488
7147,-68.39527712099792
7148,-77.38800115618436
7149,-90.17304857087584
7150,-75.96048787735674
7151,-82.64311621893388
7152,-90.51205573925535
7153,-59.036487124911446
7154,-69.68147509980813
7155,-69.92312894403595
7156,-54.250064520118386
7157,-84.0556525712662
7158,-85.00371783270586
7159,-72.7517788242562
7160,-74.469042902825
7161,-90.16429253461729
7162,-58.62068328787976
7163,-70.28425733932747
7164,-63.53151751417934
7165,-77.55634087027067
7166,-56.822654029452366
7167,-68.32104548349842
7168,-97.39079468711435
7169,-84.54707917575942
7170,-90.35865596015664
7171,-84.81710151161178
7172,-83.60082540612791
7173,-89.87487220792671
7174,-64.49061817841569
7175,-83.44098078507686
7176,-68.98618918695172
7177,-83.95539539883924
7178,-66.77144605587006
7179,-84.03855387098037
7180,-83.45423471832716
7181,-76.43972564323963
7182,-90.22997364751326
7183,-67.08616365471326
7184,-84.07112333450183
7185,-89.95050391591235
7186,-70.29913212207394
7187,-61.38610648187603
7188,-72.80562397689773
7189,-83.75639667525392
7190,-77.16939182551052
7191,-75.85721220995265
7192,-64.11680990957902
7193,-83.55222460086901
7194,-83.56335786089332
7195,-97.10937369343797
7196,-97.16416657934585
7197,-90.9962800133991
7198,-76.99234506434917
7199,-75.54373493412368
7200,-82.68595581910522
7201,-74.99678936849554
7202,-67.03776493809252
7203,-89.34656035607739
7204,-90.66218990832093
7205,-90.29451959559695
7206,-84.89432345511557
7207,-67.58154792620945
7208,-78.71992554482216
7209,-91.03275461069177
7210,-84.71936341664365
7211,-90.48433802844374
7212,-76.41729945789955
7213,-80.05264567350245
7214,-68.02859716743846
7215,-82.30485067416517
7216,-91.00012005188287
7217,-64.02018504084347
7218,-97.16893917902519
7219,-83.57012610479552
7220,-91.11399131592768
7221,-90.41660905978783
7222,-97.32864743641997
7223,-67.71879348707505
7224,-72.68985408868508
7225,-76.13169260548808
7226,-61.520378662935
7227,-78.37312473761907
7228,-60.50466813081781
7229,-90.46559653128473
7230,-54.67574396630525
7231,-77.96337478793441
7232,-84.49370248161625
7233,-76.2761322478435
7234,-68.63995040363697
7235,-61.96582400900982
7236,-74.77525680548487
7237,-97.3709941972954
7238,-85.14448006127269
7239,-68.32884181709058
7240,-64.25208758808802
7241,-60.781779897745835
7242,-89.35824394841896
7243,-85.02264294968757
7244,-83.61457205840972
7245,-84.83027713385756
7246,-90.26588545166213
7247,-78.4938495200537
7248,-75.87010799150863
7249,-66.90432562759423
7250,-90.11503733483035
7251,-63.155510116312286
7252,-73.1941918663323
7253,-85.3278766678002
7254,-83.30315265594044
7255,-78.47764881538103
7256,-77.35960489055557
7257,-76.80144835019436
7258,-91.23422553751196
7259,-90.4068031294928
7260,-84.86331058322563
7261,-74.56412973622425
7262,-90.34485309504512
7263,-78.06125209685379
7264,-74.07528186248555
7265,-90.23382313707009
7266,-97.33360770524365
7267,-84.22758513311982
7268,-97.24249182735397
7269,-84.19426131876969
7270,-66.05737551214258
7271,-90.85219019521864
7272,-70.02697076929644
7273,-72.28483593767176
7274,-68.80116224557521
7275,-70.41058262324549
7276,-81.46609904511405
7277,-63.18479528784441
7278,-90.39019485617622
7279,-68.75969156732539
7280,-83.60234220530536
7281,-74.6072540520469
7282,-69.36488880835435
7283,-83.97986988806218
7284,-90.72100530348474
7285,-77.84349535835601
7286,-103.3636144553326
7287,-97.01524961663608
7288,-83.63492314476679
7289,-74.72440777266473
7290,-65.82316767560954
7291,-84.42322321113673
7292,-71.9766884119637
7293,-91.08438221781897
7294,-66.96282605744256
7295,-83.51217756486056
7296,-90.3658284503332
7297,-68.70254858717063
7298,-72.85846644381583
7299,-91.20259669806822
7300,-96.9075159274391
7301,-83.81954318795798
7302,-97.35857293550805
7303,-91.09668238609576
7304,-69.64826308760755
7305,-84.0065322656007
7306,-84.20354649800271
7307,-84.54226492914357
7308,-70.18669964971822
7309,-74.63289160732724
7310,-84.09935623400963
7311,-77.28429121918927
7312,-76.3896504871206
7313,-63.77030328004721
7314,-74.08525030507819
7315,-68.66686519231148
7316,-90.82332760957188
7317,-90.84672026105274
7318,-90.24495558374605
7319,-46.71359235107104
7320,-90.03116264570106
7321,-70.24706710130599
7322,-67.08013964553027
7323,-74.4109558256879
7324,-77.64293007328635
7325,-90.16880208433327
7326,-69.33988277714104
7327,-85.94134713371433
7328,-69.64228789521647
7329,-83.53639798419844
7330,-68.11323097430424
7331,-97.18688674428626
7332,-75.75520121424445
7333,-72.16260072034164
7334,-59.05125288436233
7335,-90.30991550580941
7336,-76.87951520812443
7337,-91.04439469439961
7338,-57.23532415523148
7339,-82.15906525589963
7340,-83.11020917327659
7341,-84.30737959274143
7342,-72.30359602012074
7343,-84.01802299472595
7344,-74.33570097031429
7345,-84.81749613032567
7346,-90.51577667967527
7347,-83.49335519264946
7348,-91.27864444520448
7349,-64.89319679622656
7350,-78.46774584045238
7351,-90.53230538723376
7352,-68.29532172379098
7353,-97.10081244331928
7354,-97.19865509661355
7355,-67.03835905024869
7356,-75.02668241287584
7357,-70.65937690677355
7358,-57.05174011144041
7359,-84.49851178370508
7360,-90.40565589523811
7361,-75.00132973599614
7362,-68.15652594731289
7363,-68.10325605377002
7364,-97.05476647529196
7365,-83.88740556654565
7366,-90.47816374333873
7367,-97.20927286804815
7368,-91.00454686657724
7369,-61.75592276933787
7370,-85.88651423732898
7371,-61.72566747531795
7372,-84.25862968704939
7373,-55.94490724898961
7374,-74.63591323411306
7375,-72.57302779775787
7376,-89.37865935247913
7377,-90.97046697897511
7378,-90.96172070970759
7379,-69.27449587398135
7380,-97.18729391161156
7381,-90.93618142792877
7382,-84.61158216769685
7383,-65.02160859745824
7384,-74.52375585786652
7385,-58.95577489951465
7386,-76.53264693314169
7387,-90.49067359039557
7388,-84.16331926941739
7389,-69.14881041552775
7390,-74.9940405781652
7391,-75.06934766178004
7392,-77.94293576757379
7393,-74.94881131068671
7394,-90.42652405129921
7395,-84.69899850244897
7396,-83.64267881959398
7397,-76.23011206292811
7398,-69.5517064032721
7399,-83.11139191024805
7400,-76.39523972972405
7401,-61.69630240087001
7402,-63.855740382750156
7403,-68.05921501941421
7404,-90.69157417368434
7405,-90.34133594390697
7406,-84.98801061087224
7407,-83.50547411786421
7408,-76.48105531200068
7409,-84.7148843862484
7410,-69.6104153158595
7411,-83.68762169247807
7412,-84.41839431281822
7413,-74.98465002585677
7414,-90.91213975793775
7415,-81.44013771458754
7416,-90.13558243550094
7417,-72.1274519821333
7418,-65.06171412577973
7419,-74.83952840270781
7420,-91.27710016384897
7421,-90.19678905721429
7422,-49.83228344702431
7423,-77.36619158218728
7424,-29.946293839531847
7425,-85.06323096765459
7426,-58.86279628190334
7427,-91.04943330850492
7428,-71.64871101501721
7429,-97.30475744644707
7430,-68.1855626155132
7431,-62.33162828284944
7432,-97.93904325070208
7433,-91.14077238391297
7434,-62.94345876379843
7435,-76.37373764001292
7436,-63.03753082192286
7437,-86.00474790914166
7438,-90.9041883705877
7439,-69.08399750225718
7440,-60.142929751492545
7441,-66.83335025495137
7442,-76.9751874208131
7443,-69.45889678812121
7444,-77.77484112645836
7445,-71.96673164841559
7446,-51.1469271707892
7447,-72.80730748366412
7448,-97.3017019304825
7449,-91.15623638059743
7450,-48.27497373232721
7451,-78.88857152148371
7452,-83.93986288888489
7453,-69.77836825434457
7454,-75.99962107624945
7455,-51.254954362989
7456,-69.60758951826958
7457,-83.81562968801624
7458,-76.90598617657433
7459,-91.29532408105447
7460,-64.50640943834436
7461,-77.48407204399658
7462,-97.00287326932565
7463,-68.78706945529474
7464,-70.03714121933896
7465,-80.18788225240517
7466,-90.86246990689335
7467,-66.61203879167215
7468,-66.96376537285144
7469,-69.4960385473106
7470,-71.76461593923011
7471,-83.70876629922611
7472,-57.46458790676476
7473,-74.6434831632435
7474,-91.76207977356879
7475,-97.29562098919956
7476,-84.10639138061677
7477,-48.2661969038936
7478,-68.43651730722078
7479,-83.84494339157878
7480,-83.68827584712352
7481,-68.28044375399233
7482,-74.65471362934267
7483,-84.72792578481203
7484,-68.8183169781509
7485,-84.77291259928516
7486,-57.10637509131524
7487,-75.88662721302623
7488,-82.39402207534485
7489,-68.86999817615713
7490,-90.40683039513128
7491,-64.57751967166799
7492,-84.35979197079635
7493,-69.81379033383433
7494,-56.25739718600805
7495,-103.40322732256993
7496,-61.234818588059255
7497,-97.07117175311751
7498,-74.94307280199882
7499,-52.26144868920716
7500,-83.57141102728471
7501,-84.85708178862129
7502,-68.34859689882839
7503,-77.0111976040444
7504,-67.14791659324129
7505,-70.83370009008588
7506,-90.36817200181889
7507,-63.414808937420645
7508,-91.07044405089424
7509,-70.75787494861584
7510,-82.66917526395677
7511,-69.50677186588425
7512,-69.87322007636885
7513,-72.71194242427816
7514,-90.08894968538624
7515,-72.09757449354555
7516,-90.5524171573149
7517,-90.15182939959931
7518,-91.79002981643201
7519,-90.55447087074464
7520,-50.54986141483897
7521,-75.14289227013818
7522,-84.12762798868815
7523,-78.98455539619451
7524,-91.16156406468684
7525,-84.45696464979946
7526,-74.60985356160485
7527,-75.54344764006179
7528,-76.91849618203685
7529,-97.01205646573533
7530,-83.7806402975663
7531,-51.105111391669865
7532,-83.17890518651228
7533,-70.97985336841236
7534,-90.52110961707103
7535,-77.52697089860102
7536,-77.26687265719892
7537,-68.0368344280108
7538,-78.03421529237005
7539,-76.37455662241263
7540,-74.8252105273787
7541,-84.97499695433814
7542,-69.65540166321315
7543,-83.07483339707147
7544,-61.115270817507295
7545,-85.0795615685238
7546,-68.05137647964862
7547,-74.29977035989012
7548,-68.06754403227049
7549,-79.13428760364054
7550,-69.08539801527675
7551,-84.05617559908204
7552,-97.17136618446872
7553,-69.50555259813231
7554,-57.30955096825862
7555,-97.2301220566566
7556,-90.9888971775351
7557,-84.43278999183855
7558,-90.31500755716826
7559,-41.35557580425203
7560,-91.09467501037807
7561,-83.55286181508836
7562,-97.16841245335931
7563,-75.92153961499477
7564,-61.88965545512151
7565,-90.84608374407986
7566,-83.57419632470015
7567,-76.77598166638377
7568,-83.4138965391032
7569,-84.50171346690333
7570,-74.90365172972382
7571,-97.25148948267997
7572,-69.46147260886269
7573,-69.02442820399398
7574,-78.01256934696924
7575,-73.16639573077623
7576,-77.22021328390326
7577,-69.39237958794274
7578,-83.87123769108226
7579,-77.74087392076264
7580,-83.67731610784327
7581,-91.12467058741214
7582,-69.86113721435306
7583,-68.28851606266097
7584,-73.1095826816796
7585,-74.74162963056574
7586,-90.85190157099589
7587,-84.66765573812502
7588,-60.083926152720124
7589,-75.76328886018088
7590,-83.94083742306901
7591,-75.70331264352738
7592,-90.32452637027107
7593,-90.2048475928066
7594,-98.07218859005722
7595,-90.05951155504202
7596,-70.05977232370442
7597,-97.3659538302409
7598,-69.45349993683274
7599,-84.07997556945858
7600,-68.45938088983434
7601,-80.93544332524729
7602,-76.83525916506233
7603,-67.76927177471981
7604,-82.26307496376847
7605,-74.11476585807007
7606,-61.364375040421095
7607,-68.68931175306555
7608,-64.3897594202223
7609,-76.26149694306707
7610,-103.39238078598052
7611,-73.3748532210576
7612,-74.17554705373291
7613,-84.77981716659593
7614,-69.7858073393774
7615,-90.38820946339858
7616,-60.945191198794404
7617,-67.76259334881345
7618,-85.06013722568346
7619,-96.65563065368602
7620,-77.72928358806085
7621,-56.736171141634
7622,-84.1738846137255
7623,-76.93495394499291
7624,-62.85400965424182
7625,-83.13804455027925
7626,-68.63830682283808
7627,-90.32272522083056
7628,-77.91570179022405
7629,-97.25778193577978
7630,-84.24929790251164
7631,-75.72092294233582
7632,-90.27261042112497
7633,-77.315371658566
7634,-78.58642938269774
7635,-75.84588375817592
7636,-43.97875890500843
7637,-85.00326144091792
7638,-71.34587897490904
7639,-63.77006677843462
7640,-56.5183725748726
7641,-84.00202267460452
7642,-97.1157512686307
7643,-77.27072209872023
7644,-68.33255632881979
7645,-79.16185770709725
7646,-77.14173911373305
7647,-69.6790716689174
7648,-75.46819146117306
7649,-84.83280582685298
7650,-58.98359182083773
7651,-66.41389836006209
7652,-68.32715557042025
7653,-70.33568980592699
7654,-77.83725780972652
7655,-66.84305490802893
7656,-74.65514705623339
7657,-85.09653452022954
7658,-90.52406616175426
7659,-68.95934746760173
7660,-90.49032645172352
7661,-97.34884382171083
7662,-77.10568686160823
7663,-81.2379068162137
7664,-63.51126824854569
7665,-91.2062128983782
7666,-71.96088786543966
7667,-90.50030208851575
7668,-97.25913509930226
7669,-83.57875209096387
7670,-74.85450560554818
7671,-69.72978873456631
7672,-71.749260845208
7673,-91.14804782127568
7674,-90.92376333634854
7675,-77.70888715739896
7676,-54.25625663613485
7677,-63.13030224244045
7678,-75.88310994334617
7679,-60.975617345642036
7680,-78.60340894934771
7681,-90.26997741364622
7682,-103.40854753898546
7683,-54.19968580393366
7684,-90.50279816330615
7685,-74.50267155403368
7686,-76.28380670672489
7687,-90.13048449277122
7688,-61.51856711676092
7689,-83.83290413264096
7690,-90.52419560478873
7691,-67.30282847104331
7692,-76.18514454383568
7693,-90.48428026042643
7694,-83.68654853932829
7695,-61.87581108439787
7696,-72.57015169727046
7697,-63.739174500821406
7698,-64.00010980703975
7699,-77.09149868921547
7700,-66.80141129377807
7701,-90.49709807135059
7702,-78.38188212442928
7703,-96.93876070718025
7704,-83.86632035764427
7705,-90.4396451234397
7706,-79.07041634065624
7707,-72.09511280899524
7708,-85.03943868829178
7709,-72.06144716164727
7710,-69.9919849964351
7711,-77.96752446267902
7712,-74.54435050592078
7713,-90.09328853808546
7714,-67.86460035573131
7715,-90.05719707167795
7716,-63.4267159669526
7717,-56.900002142710434
7718,-84.98209484112652
7719,-83.7269882511425
7720,-68.5390600538563
7721,-90.7276324733113
7722,-48.698181697124426
7723,-90.74730122730806
7724,-74.33699665071646
7725,-54.465587849761555
7726,-83.56638170651856
7727,-63.70347490309189
7728,-90.16140566282895
7729,-78.03608225639445
7730,-76.31064313717562
7731,-48.60939383964946
7732,-79.19303210170048
7733,-84.25633545340449
7734,-67.54573153106605
7735,-68.98067754743383
7736,-83.732219892334
7737,-81.44519221472058
7738,-90.03918214258353
7739,-90.20358199819626
7740,-76.47915365122712
7741,-76.80745227522672
7742,-75.90520770805932
7743,-90.7695524213756
7744,-62.95959565930751
7745,-85.47122464356913
7746,-64.05297890062306
7747,-75.88549689149274
7748,-83.88848066387933
7749,-90.32981174633917
7750,-63.203034919678544
7751,-83.75414615339938
7752,-84.49985558701118
7753,-91.01868316954715
7754,-57.21848334030416
7755,-68.9800167568734
7756,-68.67296761117953
7757,-71.42012985069726
7758,-96.94795755032943
